id_transacao;id_cliente;id_loja;data_transacao ;quantidade_itens; valor_total
1147;;loja6;dom 29/10/2017;24;9.55
1148;;loja7;sáb 28/10/2017;10;5.55
1149;;loja1;sex 27/10/2017;96;21.32
1150;;loja2;qui 26/10/2017;55;620.32
1151;;loja3;qua 25/10/2017;15;88.62
1152;;loja4;ter 24/10/2017;105;2647.67
1153;;loja5;seg 23/10/2017;27;107.21
1154;;loja6;dom 22/10/2017;90;1397.23
1155;;loja7;sáb 21/10/2017;119;204.27
1156;;loja1;sex 20/10/2017;111;33.19
1157;;loja2;qui 19/10/2017;100;451.03
1158;;loja3;qua 18/10/2017;41;890.93
1159;;loja4;ter 17/10/2017;25;11.16
1160;;loja5;seg 16/10/2017;49;15.97
1161;;loja6;dom 15/10/2017;17;39.16
1162;;loja7;sáb 14/10/2017;69;1345.71
1163;;loja1;sex 13/10/2017;70;65.92
1164;;loja2;qui 12/10/2017;65;115.45
1165;;loja3;qua 11/10/2017;72;524.08
1166;;loja4;ter 10/10/2017;41;723.72
1167;;loja5;seg 09/10/2017;88;1563.28
1168;;loja6;dom 08/10/2017;88;1283.98
1169;;loja7;sáb 07/10/2017;77;482.21
1170;;loja1;sex 06/10/2017;115;851.39
1171;;loja2;qui 05/10/2017;97;517.95
1172;;loja3;qua 04/10/2017;46;83.33
1173;;loja4;ter 03/10/2017;59;328.52
1174;;loja5;seg 02/10/2017;81;23.78
1175;;loja6;dom 01/10/2017;114;185.80
1176;;loja7;sáb 30/09/2017;109;48.42
1177;;loja1;sex 29/09/2017;91;1391.38
1178;;loja2;qui 28/09/2017;5;41.90
1179;;loja3;qua 27/09/2017;7;123.84
1180;;loja4;ter 26/09/2017;101;1677.87
1181;;loja5;seg 25/09/2017;18;105.59
1182;;loja6;dom 24/09/2017;97;1432.94
1183;;loja7;sáb 23/09/2017;14;269.33
1184;;loja1;sex 22/09/2017;23;89.24
1185;;loja2;qui 21/09/2017;89;313.77
1186;;loja3;qua 20/09/2017;68;6.79
1187;;loja4;ter 19/09/2017;64;273.89
1188;;loja5;seg 18/09/2017;108;679.81
1189;;loja6;dom 17/09/2017;75;796.05
1190;;loja7;sáb 16/09/2017;83;1031.73
1191;;loja1;sex 15/09/2017;9;20.35
1192;;loja2;qui 14/09/2017;8;42.68
1193;;loja3;qua 13/09/2017;115;19.29
1194;;loja4;ter 12/09/2017;26;397.84
1195;;loja5;seg 11/09/2017;25;181.81
1196;;loja6;dom 10/09/2017;105;451.49
1197;;loja7;sáb 09/09/2017;4;78.42
1198;;loja1;sex 08/09/2017;61;505.46
1199;;loja2;qui 07/09/2017;6;9.71
1200;;loja3;qua 06/09/2017;24;224.50
1201;;loja4;ter 05/09/2017;42;140.86
1202;;loja5;seg 04/09/2017;112;1397.67
1203;;loja6;dom 03/09/2017;8;27.32
1204;;loja7;sáb 02/09/2017;52;1043.29
1205;;loja1;sex 01/09/2017;33;174.91
1206;;loja2;qui 31/08/2017;114;1075.03
1207;;loja3;qua 30/08/2017;107;354.57
1208;;loja4;ter 29/08/2017;31;426.21
1209;;loja5;seg 28/08/2017;110;344.35
1210;;loja6;dom 27/08/2017;24;585.90
1211;;loja7;sáb 26/08/2017;7;112.79
1212;;loja1;sex 25/08/2017;93;1842.79
1213;;loja2;qui 24/08/2017;71;172.34
1214;;loja3;qua 23/08/2017;119;367.27
1215;;loja4;ter 22/08/2017;115;68.37
1216;;loja5;seg 21/08/2017;35;625.15
1217;;loja6;dom 20/08/2017;43;619.69
1218;;loja7;sáb 19/08/2017;50;271.84
1219;;loja1;sex 18/08/2017;37;1019.79
1220;;loja2;qui 17/08/2017;111;1339.69
1221;;loja3;qua 16/08/2017;8;31.48
1222;;loja4;ter 15/08/2017;49;300.07
1223;;loja5;seg 14/08/2017;28;30.37
1224;;loja6;dom 13/08/2017;108;31.82
1225;;loja7;sáb 12/08/2017;102;504.76
1226;;loja1;sex 11/08/2017;107;16.11
1227;;loja2;qui 10/08/2017;38;9.19
1228;;loja3;qua 09/08/2017;33;110.18
1229;;loja4;ter 08/08/2017;69;1289.48
1230;;loja5;seg 07/08/2017;63;403.50
1231;;loja6;dom 06/08/2017;28;329.75
1232;;loja7;sáb 05/08/2017;12;122.21
1233;;loja1;sex 04/08/2017;75;529.76
1234;;loja2;qui 03/08/2017;58;162.74
1235;;loja3;qua 02/08/2017;119;271.35
1236;;loja4;ter 01/08/2017;88;2110.38
1237;;loja5;seg 31/07/2017;71;346.18
1238;;loja6;dom 30/07/2017;30;20.77
1239;;loja7;sáb 29/07/2017;16;256.62
1240;;loja1;sex 28/07/2017;23;80.62
1241;;loja2;qui 27/07/2017;68;639.58
1242;;loja3;qua 26/07/2017;28;4.13
1243;;loja4;ter 25/07/2017;85;896.37
1244;;loja5;seg 24/07/2017;26;4.05
1245;;loja6;dom 23/07/2017;108;802.58
1246;;loja7;sáb 22/07/2017;22;240.84
1247;;loja1;sex 21/07/2017;59;220.83
1248;;loja2;qui 20/07/2017;10;123.99
1249;;loja3;qua 19/07/2017;102;2639.78
1250;;loja4;ter 18/07/2017;81;1594.44
1251;;loja5;seg 17/07/2017;41;979.65
1252;;loja6;dom 16/07/2017;120;239.57
1253;;loja7;sáb 15/07/2017;105;628.89
1254;;loja1;sex 14/07/2017;91;145.10
1255;;loja2;qui 13/07/2017;111;558.97
1256;;loja3;qua 12/07/2017;109;613.69
1257;;loja4;ter 11/07/2017;42;328.94
1258;;loja5;seg 10/07/2017;118;968.33
1259;;loja6;dom 09/07/2017;12;41.85
1260;;loja7;sáb 08/07/2017;70;355.44
1261;;loja1;sex 07/07/2017;63;187.64
1262;;loja2;qui 06/07/2017;82;484.08
1263;;loja3;qua 05/07/2017;7;4.85
1264;;loja4;ter 04/07/2017;19;8.29
1265;;loja5;seg 03/07/2017;97;1309.62
1266;;loja6;dom 02/07/2017;77;1060.19
1267;;loja7;sáb 01/07/2017;6;70.95
1268;;loja1;sex 30/06/2017;10;80.47
1269;;loja2;qui 29/06/2017;94;262.77
1270;;loja3;qua 28/06/2017;38;25.55
1271;;loja4;ter 27/06/2017;9;67.07
1272;;loja5;seg 26/06/2017;13;151.96
1273;;loja6;dom 25/06/2017;83;1716.16
1274;;loja7;sáb 24/06/2017;78;1474.66
1275;;loja1;sex 23/06/2017;85;1972.98
1276;;loja2;qui 22/06/2017;57;247.94
1277;;loja3;qua 21/06/2017;63;1768.35
1278;;loja4;ter 20/06/2017;14;71.51
1279;;loja5;seg 19/06/2017;113;642.96
1280;;loja6;dom 18/06/2017;6;38.39
1281;;loja7;sáb 17/06/2017;105;158.07
1282;;loja1;sex 16/06/2017;78;320.63
1283;;loja2;qui 15/06/2017;51;84.41
1284;;loja3;qua 14/06/2017;5;29.63
1285;;loja4;ter 13/06/2017;74;492.90
1286;;loja5;seg 12/06/2017;108;1798.41
1287;;loja6;dom 11/06/2017;99;789.87
1288;;loja7;sáb 10/06/2017;70;345.68
1289;;loja1;sex 09/06/2017;51;81.21
1290;;loja2;qui 08/06/2017;96;15.02
1291;;loja3;qua 07/06/2017;31;186.59
1292;;loja4;ter 06/06/2017;10;32.01
1293;;loja5;seg 05/06/2017;46;391.06
1294;;loja6;dom 04/06/2017;107;703.69
1295;;loja7;sáb 03/06/2017;65;844.17
1296;;loja1;sex 02/06/2017;7;26.74
1297;;loja2;qui 01/06/2017;5;33.98
1298;;loja3;qua 31/05/2017;94;634.73
1299;;loja4;ter 30/05/2017;56;237.69
1300;;loja5;seg 29/05/2017;93;2105.14
1301;;loja6;dom 28/05/2017;91;1017.36
1302;;loja7;sáb 27/05/2017;90;735.24
1303;;loja1;sex 26/05/2017;5;53.66
1304;;loja2;sex 18/12/2020;40;27.93
1305;;loja3;qui 17/12/2020;107;835.21
1306;;loja4;qua 16/12/2020;92;306.68
1307;;loja5;ter 15/12/2020;15;116.79
1308;;loja6;seg 14/12/2020;55;200.03
1309;;loja7;dom 13/12/2020;8;239.58
1310;;loja1;sáb 12/12/2020;117;106.18
1311;;loja2;sex 11/12/2020;62;401.93
1312;;loja3;qui 10/12/2020;84;865.82
1313;;loja4;qua 09/12/2020;22;105.85
1314;;loja5;ter 08/12/2020;86;2144.40
1315;;loja6;seg 07/12/2020;50;388.73
1316;;loja7;dom 06/12/2020;57;63.24
1317;;loja1;sáb 05/12/2020;64;819.06
1318;;loja2;sex 04/12/2020;55;41.21
1319;;loja3;qui 03/12/2020;109;1448.08
1320;;loja4;qua 02/12/2020;66;3.08
1321;;loja5;ter 01/12/2020;28;667.05
1322;;loja6;seg 30/11/2020;47;873.75
1323;;loja7;dom 29/11/2020;58;859.85
1324;;loja1;sáb 28/11/2020;81;830.69
1325;;loja2;sex 27/11/2020;95;1431.10
1326;;loja3;qui 26/11/2020;101;1137.40
1327;;loja4;qua 25/11/2020;85;188.86
1328;;loja5;ter 24/11/2020;32;390.07
1329;;loja6;seg 23/11/2020;98;101.00
1330;;loja7;dom 22/11/2020;10;41.20
1331;;loja1;sáb 21/11/2020;82;457.81
1332;;loja2;sex 20/11/2020;103;82.21
1333;;loja3;qui 19/11/2020;77;289.82
1334;;loja4;qua 18/11/2020;71;723.33
1335;;loja5;ter 17/11/2020;4;23.62
1336;;loja6;seg 16/11/2020;75;311.99
1337;;loja7;dom 15/11/2020;20;7.54
1338;;loja1;sáb 14/11/2020;64;957.30
1339;;loja2;sex 13/11/2020;84;1371.49
1340;;loja3;qui 12/11/2020;82;338.39
1341;;loja4;qua 11/11/2020;111;1031.34
1342;;loja5;ter 10/11/2020;74;293.13
1343;;loja6;seg 09/11/2020;108;1773.72
1344;;loja7;dom 08/11/2020;70;844.73
1345;;loja1;sáb 07/11/2020;103;908.03
1346;;loja2;sex 06/11/2020;73;98.12
1347;;loja3;qui 05/11/2020;113;1314.07
1348;;loja4;qua 04/11/2020;26;583.19
1349;;loja5;ter 03/11/2020;104;1756.35
1350;;loja6;seg 02/11/2020;20;3.14
1351;;loja7;dom 01/11/2020;87;581.91
1352;;loja1;sáb 31/10/2020;16;49.61
1353;;loja2;sex 30/10/2020;40;94.53
1354;;loja3;qui 29/10/2020;65;947.25
1355;;loja4;qua 28/10/2020;78;182.39
1356;;loja5;ter 27/10/2020;71;1001.93
1357;;loja6;seg 26/10/2020;11;14.59
1358;;loja7;dom 25/10/2020;93;338.41
1359;;loja1;sáb 24/10/2020;13;38.61
1360;;loja2;sex 23/10/2020;9;31.80
1361;;loja3;qui 22/10/2020;83;436.65
1362;;loja4;qua 21/10/2020;65;105.60
1363;;loja5;ter 20/10/2020;18;290.98
1364;;loja6;seg 19/10/2020;27;186.89
1365;;loja7;dom 18/10/2020;114;86.62
1366;;loja1;sáb 17/10/2020;64;166.94
1367;;loja2;sex 16/10/2020;116;1341.59
1368;;loja3;qui 15/10/2020;42;1014.65
1369;;loja4;qua 14/10/2020;105;2220.25
1370;;loja5;ter 13/10/2020;34;127.10
1371;;loja6;seg 12/10/2020;100;2472.43
1372;;loja7;dom 11/10/2020;63;493.77
1373;;loja1;sáb 10/10/2020;103;48.39
1374;;loja2;sex 09/10/2020;14;25.37
1375;;loja3;qui 08/10/2020;82;597.70
1376;;loja4;qua 07/10/2020;19;35.55
1377;;loja5;ter 06/10/2020;41;445.42
1378;;loja6;seg 05/10/2020;112;1262.77
1379;;loja7;dom 04/10/2020;19;493.39
1380;;loja1;sáb 03/10/2020;104;897.33
1381;;loja2;sex 02/10/2020;10;66.76
1382;;loja3;qui 01/10/2020;67;168.23
1383;;loja4;qua 30/09/2020;110;301.88
1384;;loja5;ter 29/09/2020;47;119.72
1385;;loja6;seg 28/09/2020;68;7.59
1386;;loja7;dom 27/09/2020;20;252.94
1387;;loja1;sáb 26/09/2020;17;488.70
1388;;loja2;sex 25/09/2020;49;90.12
1389;;loja3;qui 24/09/2020;114;552.04
1390;;loja4;qua 23/09/2020;15;214.65
1391;;loja5;ter 22/09/2020;19;30.35
1392;;loja6;seg 21/09/2020;77;974.99
1393;;loja7;dom 20/09/2020;88;21.84
1394;;loja1;sáb 19/09/2020;3;10.12
1395;;loja2;sex 18/09/2020;90;1208.58
1396;;loja3;qui 17/09/2020;107;2018.97
1397;;loja4;qua 16/09/2020;47;64.73
1398;;loja5;ter 15/09/2020;55;243.45
1399;;loja6;seg 14/09/2020;101;251.58
1400;;loja7;dom 13/09/2020;7;39.22
1401;;loja1;sáb 12/09/2020;33;285.26
1402;;loja2;sex 11/09/2020;17;66.53
1403;;loja3;qui 10/09/2020;41;294.30
1404;;loja4;qua 09/09/2020;88;399.31
1405;;loja5;ter 08/09/2020;41;96.90
1406;;loja6;seg 07/09/2020;87;357.95
1407;;loja7;dom 06/09/2020;117;841.87
1408;;loja1;sáb 05/09/2020;79;322.70
1409;;loja2;sex 04/09/2020;47;150.85
1410;;loja3;qui 03/09/2020;14;66.33
1411;;loja4;qua 02/09/2020;115;1344.89
1412;;loja5;ter 01/09/2020;50;26.39
1413;;loja6;seg 31/08/2020;28;102.97
1414;;loja7;dom 30/08/2020;63;49.03
1415;;loja1;sáb 29/08/2020;80;650.19
1416;;loja2;sex 28/08/2020;21;45.32
1417;;loja3;qui 27/08/2020;51;517.73
1418;;loja4;qua 26/08/2020;79;136.52
1419;;loja5;ter 25/08/2020;17;161.63
1420;;loja6;seg 24/08/2020;9;32.17
1421;;loja7;dom 23/08/2020;114;938.68
1422;;loja1;sáb 22/08/2020;9;29.35
1423;;loja2;sex 21/08/2020;67;48.51
1424;;loja3;qui 20/08/2020;35;3.48
1425;;loja4;qua 19/08/2020;106;1386.11
1426;;loja5;ter 18/08/2020;64;46.94
1427;;loja6;seg 17/08/2020;47;71.73
1428;;loja7;dom 16/08/2020;95;543.09
1429;;loja1;sáb 15/08/2020;107;603.40
1430;;loja2;sex 14/08/2020;17;62.13
1431;;loja3;qui 13/08/2020;13;18.17
1432;;loja4;qua 12/08/2020;19;13.26
1433;;loja5;ter 11/08/2020;50;508.09
1434;;loja6;seg 10/08/2020;94;739.80
1435;;loja7;dom 09/08/2020;72;825.07
1436;;loja1;sáb 08/08/2020;52;118.77
1437;;loja2;sex 07/08/2020;44;399.00
1438;;loja3;qui 06/08/2020;62;150.71
1439;;loja4;qua 05/08/2020;24;221.34
1440;;loja5;ter 04/08/2020;51;241.82
1441;;loja6;seg 03/08/2020;111;950.52
1442;;loja7;dom 02/08/2020;108;402.41
1443;;loja1;sáb 01/08/2020;14;7.93
1444;;loja2;sex 31/07/2020;118;124.52
1445;;loja3;qui 30/07/2020;90;80.09
1446;;loja4;qua 29/07/2020;35;28.53
1447;;loja5;ter 28/07/2020;3;21.30
1448;;loja6;seg 27/07/2020;59;720.14
1449;;loja7;dom 26/07/2020;81;574.32
1450;;loja1;sáb 25/07/2020;58;419.97
1451;;loja2;sex 24/07/2020;44;664.41
1452;;loja3;qui 23/07/2020;109;1048.30
1453;;loja4;qua 22/07/2020;98;1613.62
1454;;loja5;ter 21/07/2020;102;601.57
1455;;loja6;seg 20/07/2020;56;322.66
1456;;loja7;dom 19/07/2020;46;854.06
1457;;loja1;sáb 18/07/2020;15;109.52
1458;;loja2;sex 17/07/2020;37;689.52
1459;;loja3;qui 16/07/2020;106;44.89
1460;;loja4;qua 15/07/2020;71;561.27
1461;;loja5;ter 14/07/2020;84;1498.32
1462;;loja6;seg 13/07/2020;110;780.23
1463;;loja7;dom 12/07/2020;65;599.15
1464;;loja1;sáb 11/07/2020;89;547.51
1465;;loja2;sex 10/07/2020;26;281.92
1466;;loja3;qui 09/07/2020;78;35.52
1467;;loja4;qua 08/07/2020;72;83.58
1468;;loja5;ter 07/07/2020;92;793.07
1469;;loja6;seg 06/07/2020;30;117.24
1470;;loja7;dom 05/07/2020;54;1009.11
1471;;loja1;sáb 04/07/2020;49;871.12
1472;;loja2;sex 03/07/2020;26;42.73
1473;;loja3;qui 02/07/2020;83;530.40
1474;;loja4;qua 01/07/2020;106;65.92
1475;;loja5;ter 30/06/2020;101;2690.65
1476;;loja6;seg 29/06/2020;105;189.13
1477;;loja7;dom 28/06/2020;106;1054.19
1478;;loja1;sáb 27/06/2020;109;300.00
1479;;loja2;sex 26/06/2020;29;61.37
1480;;loja3;qui 25/06/2020;110;282.52
1481;;loja4;qua 24/06/2020;116;417.27
1482;;loja5;ter 23/06/2020;24;185.30
1483;;loja6;seg 22/06/2020;62;1265.45
1484;;loja7;dom 21/06/2020;4;13.19
1485;;loja1;sáb 20/06/2020;22;339.22
1486;;loja2;sex 19/06/2020;74;31.44
1487;;loja3;qui 18/06/2020;72;773.53
1488;;loja4;qua 17/06/2020;82;484.63
1489;;loja5;ter 16/06/2020;34;338.73
1490;;loja6;seg 15/06/2020;97;1287.71
1491;;loja7;dom 14/06/2020;10;8.26
1492;;loja1;sáb 13/06/2020;10;233.33
1493;;loja2;sex 12/06/2020;77;340.04
1494;;loja3;qui 11/06/2020;116;473.86
1495;;loja4;qua 10/06/2020;31;36.82
1496;;loja5;ter 09/06/2020;86;814.65
1497;;loja6;seg 08/06/2020;83;68.12
1498;;loja7;dom 07/06/2020;96;697.14
1499;;loja1;sáb 06/06/2020;89;1391.77
1500;;loja2;sex 05/06/2020;112;23.42
1501;;loja3;qui 04/06/2020;108;1006.12
1502;;loja4;qua 03/06/2020;14;39.88
1503;;loja5;ter 02/06/2020;68;334.42
1504;;loja6;seg 01/06/2020;99;689.13
1505;;loja7;dom 31/05/2020;90;834.57
1506;;loja1;sáb 30/05/2020;38;517.35
1507;;loja2;sex 29/05/2020;81;100.95
1508;;loja3;qui 28/05/2020;11;2.83
1509;;loja4;qua 27/05/2020;33;593.91
1510;;loja5;ter 26/05/2020;18;19.69
1511;;loja6;seg 25/05/2020;40;75.70
1512;;loja7;dom 24/05/2020;105;88.33
1513;;loja1;sáb 23/05/2020;84;164.82
1514;;loja2;sex 22/05/2020;17;193.23
1515;;loja3;qui 21/05/2020;64;205.13
1516;;loja4;qua 20/05/2020;113;1631.61
1517;;loja5;ter 19/05/2020;7;9.30
1518;;loja6;seg 18/05/2020;66;128.53
1519;;loja7;dom 17/05/2020;120;341.02
1520;;loja1;sáb 16/05/2020;9;163.45
1521;;loja2;sex 15/05/2020;85;985.31
1522;;loja3;qui 14/05/2020;73;149.63
1523;;loja4;qua 13/05/2020;23;28.47
1524;;loja5;ter 12/05/2020;43;255.07
1525;;loja6;seg 11/05/2020;85;1375.79
1526;;loja7;dom 10/05/2020;105;380.75
1527;;loja1;sáb 09/05/2020;97;625.19
1528;;loja2;sex 08/05/2020;19;28.55
1529;;loja3;qui 07/05/2020;65;64.05
1530;;loja4;qua 06/05/2020;6;68.78
1531;;loja5;ter 05/05/2020;60;93.94
1532;;loja6;seg 04/05/2020;59;259.90
1533;;loja7;dom 03/05/2020;16;115.09
1534;;loja1;sáb 02/05/2020;109;1813.68
1535;;loja2;sex 01/05/2020;58;1286.49
1536;;loja3;qui 30/04/2020;60;335.56
1537;;loja4;qua 29/04/2020;98;2140.13
1538;;loja5;ter 28/04/2020;83;1560.87
1539;;loja6;seg 27/04/2020;24;266.49
1540;;loja7;dom 26/04/2020;46;21.47
1541;;loja1;sáb 25/04/2020;81;754.31
1542;;loja2;sex 24/04/2020;120;1783.47
1543;;loja3;qui 23/04/2020;105;356.66
1544;;loja4;qua 22/04/2020;10;204.32
1545;;loja5;ter 21/04/2020;87;208.37
1546;;loja6;seg 20/04/2020;55;201.05
1547;;loja7;dom 19/04/2020;69;41.65
1548;;loja1;sáb 18/04/2020;82;214.09
1549;;loja2;sex 17/04/2020;55;71.16
1550;;loja3;qui 16/04/2020;49;1037.98
1551;;loja4;qua 15/04/2020;54;169.32
1552;;loja5;ter 14/04/2020;97;44.59
1553;;loja6;seg 13/04/2020;50;623.02
1554;;loja7;dom 12/04/2020;28;12.83
1555;;loja1;sáb 11/04/2020;24;470.76
1556;;loja2;sex 10/04/2020;71;317.91
1557;;loja3;qui 09/04/2020;11;51.57
1558;;loja4;qua 08/04/2020;102;48.91
1559;;loja5;ter 07/04/2020;64;312.63
1560;;loja6;seg 06/04/2020;60;519.01
1561;;loja7;dom 05/04/2020;71;116.62
1562;;loja1;sáb 04/04/2020;67;224.20
1563;;loja2;sex 03/04/2020;32;196.94
1564;;loja3;qui 02/04/2020;110;60.41
1565;;loja4;qua 01/04/2020;85;189.39
1566;;loja5;ter 31/03/2020;17;152.02
1567;;loja6;seg 30/03/2020;18;0.19
1568;;loja7;dom 29/03/2020;50;489.09
1569;;loja1;sáb 28/03/2020;35;113.83
1570;;loja2;sex 27/03/2020;95;1115.18
1571;;loja3;qui 26/03/2020;53;48.99
1572;;loja4;qua 25/03/2020;34;183.33
1573;;loja5;ter 24/03/2020;36;1.36
1574;;loja6;seg 23/03/2020;16;88.14
1575;;loja7;dom 22/03/2020;72;267.02
1576;;loja1;sáb 21/03/2020;79;602.93
1577;;loja2;sex 20/03/2020;8;174.94
1578;;loja3;qui 19/03/2020;82;51.87
1579;;loja4;qua 18/03/2020;52;788.26
1580;;loja5;ter 17/03/2020;74;167.48
1581;;loja6;seg 16/03/2020;44;411.70
1582;;loja7;dom 15/03/2020;71;846.95
1583;;loja1;sáb 14/03/2020;14;37.67
1584;;loja2;sex 13/03/2020;54;965.92
1585;;loja3;qui 12/03/2020;100;1298.40
1586;;loja4;qua 11/03/2020;34;143.00
1587;;loja5;ter 10/03/2020;23;235.77
1588;;loja6;seg 09/03/2020;100;719.54
1589;;loja7;dom 08/03/2020;105;1778.34
1590;;loja1;sáb 07/03/2020;31;42.84
1591;;loja2;sex 06/03/2020;42;127.29
1592;;loja3;qui 05/03/2020;42;521.16
1593;;loja4;qua 04/03/2020;73;590.05
1594;;loja5;ter 03/03/2020;3;2.19
1595;;loja6;seg 02/03/2020;7;28.80
1596;;loja7;dom 01/03/2020;86;616.12
1597;;loja1;sáb 29/02/2020;74;1085.59
1598;;loja2;sex 28/02/2020;14;80.86
1599;;loja3;qui 27/02/2020;64;5.02
1600;;loja4;qua 26/02/2020;25;106.59
1601;;loja5;ter 25/02/2020;103;350.32
1602;;loja6;seg 24/02/2020;21;51.72
1603;;loja7;dom 23/02/2020;56;401.92
1604;;loja1;sáb 22/02/2020;98;749.26
1605;;loja2;sex 21/02/2020;28;46.50
1606;;loja3;qui 20/02/2020;14;112.16
1607;;loja4;qua 19/02/2020;53;62.50
1608;;loja5;ter 18/02/2020;18;429.19
1609;;loja6;seg 17/02/2020;88;713.86
1610;;loja7;dom 16/02/2020;100;35.66
1611;;loja1;sáb 15/02/2020;33;586.83
1612;;loja2;sex 14/02/2020;100;1844.31
1613;;loja3;qui 13/02/2020;24;373.37
1614;;loja4;qua 12/02/2020;58;647.56
1615;;loja5;ter 11/02/2020;66;286.43
1616;;loja6;seg 10/02/2020;29;29.46
1617;;loja7;dom 09/02/2020;88;386.00
1618;;loja1;sáb 08/02/2020;23;119.36
1619;;loja2;sex 07/02/2020;5;13.53
1620;;loja3;qui 06/02/2020;90;723.69
1621;;loja4;qua 05/02/2020;47;266.55
1622;;loja5;ter 04/02/2020;32;862.43
1623;;loja6;seg 03/02/2020;98;614.60
1624;;loja7;dom 02/02/2020;104;1618.69
1625;;loja1;sáb 01/02/2020;4;57.89
1626;;loja2;sex 31/01/2020;60;148.58
1627;;loja3;qui 30/01/2020;86;142.85
1628;;loja4;qua 29/01/2020;87;233.50
1629;;loja5;ter 28/01/2020;119;1381.01
1630;;loja6;seg 27/01/2020;62;711.89
1631;;loja7;dom 26/01/2020;98;329.98
1632;;loja1;sáb 25/01/2020;46;393.53
1633;;loja2;sex 24/01/2020;28;15.50
1634;;loja3;qui 23/01/2020;32;28.80
1635;;loja4;qua 22/01/2020;65;1384.14
1636;;loja5;ter 21/01/2020;39;546.81
1637;;loja6;seg 20/01/2020;16;25.67
1638;;loja7;dom 19/01/2020;40;203.25
1639;;loja1;sáb 18/01/2020;47;850.06
1640;;loja2;sex 17/01/2020;71;238.32
1641;;loja3;qui 16/01/2020;31;9.07
1642;;loja4;qua 15/01/2020;8;28.41
1643;;loja5;ter 14/01/2020;84;17.04
1644;;loja6;seg 13/01/2020;58;48.65
1645;;loja7;dom 12/01/2020;35;45.47
1646;;loja1;sáb 11/01/2020;16;97.46
1647;;loja2;sex 10/01/2020;77;936.56
1648;;loja3;qui 09/01/2020;90;17.80
1649;;loja4;qua 08/01/2020;60;131.71
1650;;loja5;ter 07/01/2020;66;569.29
1651;;loja6;seg 06/01/2020;34;554.98
1652;;loja7;dom 05/01/2020;59;284.53
1653;;loja1;sáb 04/01/2020;28;5.36
1654;;loja2;sex 03/01/2020;111;373.43
1655;;loja3;qui 02/01/2020;88;258.63
1656;;loja4;qua 01/01/2020;34;194.14
1657;;loja5;ter 31/12/2019;54;967.97
1658;;loja6;seg 30/12/2019;43;719.32
1659;;loja7;dom 29/12/2019;91;880.91
1660;;loja1;sáb 28/12/2019;39;3.30
1661;;loja2;sex 27/12/2019;47;348.35
1662;;loja3;qui 26/12/2019;4;43.02
1663;;loja4;qua 25/12/2019;112;2354.66
1664;;loja5;ter 24/12/2019;27;62.14
1665;;loja6;seg 23/12/2019;33;56.74
1666;;loja7;dom 22/12/2019;95;790.99
1667;;loja1;sáb 21/12/2019;19;274.59
1668;;loja2;sex 20/12/2019;40;12.78
1669;;loja3;qui 19/12/2019;26;82.09
1670;;loja4;qua 18/12/2019;56;864.15
1671;;loja5;ter 17/12/2019;62;990.71
1672;;loja6;seg 16/12/2019;25;474.93
1673;;loja7;dom 15/12/2019;5;9.96
1674;;loja1;sáb 14/12/2019;55;349.68
1675;;loja2;sex 13/12/2019;53;164.25
1676;;loja3;qui 12/12/2019;120;3541.12
1677;;loja4;qua 11/12/2019;19;125.20
1678;;loja5;ter 10/12/2019;117;501.09
1679;;loja6;seg 09/12/2019;43;693.23
1680;;loja7;dom 08/12/2019;91;771.58
1681;;loja1;sáb 07/12/2019;112;96.56
1682;;loja2;sex 06/12/2019;89;1864.21
1683;;loja3;qui 05/12/2019;113;10.57
1684;;loja4;qua 04/12/2019;32;244.81
1685;;loja5;ter 03/12/2019;57;683.10
1686;;loja6;seg 02/12/2019;65;679.37
1687;;loja7;dom 01/12/2019;21;49.46
1688;;loja1;sáb 30/11/2019;31;518.99
1689;;loja2;sex 29/11/2019;54;378.62
1690;;loja3;qui 28/11/2019;86;583.42
1691;;loja4;qua 27/11/2019;59;149.53
1692;;loja5;ter 26/11/2019;5;33.41
1693;;loja6;seg 25/11/2019;74;333.57
1694;;loja7;dom 24/11/2019;72;1048.76
1695;;loja1;sáb 23/11/2019;26;40.91
1696;;loja2;sex 22/11/2019;92;1431.60
1697;;loja3;qui 21/11/2019;93;369.20
1698;;loja4;qua 20/11/2019;92;1104.03
1699;;loja5;ter 19/11/2019;46;66.68
1700;;loja6;seg 18/11/2019;37;151.79
1701;;loja7;dom 17/11/2019;15;171.80
1702;;loja1;sáb 16/11/2019;74;795.78
1703;;loja2;sex 15/11/2019;117;136.55
1704;;loja3;qui 14/11/2019;82;41.63
1705;;loja4;qua 13/11/2019;51;511.42
1706;;loja5;ter 12/11/2019;76;90.21
1707;;loja6;seg 11/11/2019;108;1173.08
1708;;loja7;dom 10/11/2019;76;287.26
1709;;loja1;sáb 09/11/2019;116;81.23
1710;;loja2;sex 08/11/2019;107;88.60
1711;;loja3;qui 07/11/2019;25;309.38
1712;;loja4;qua 06/11/2019;106;234.88
1713;;loja5;ter 05/11/2019;94;1496.09
1714;;loja6;seg 04/11/2019;79;1800.93
1715;;loja7;dom 03/11/2019;115;1777.09
1716;;loja1;sáb 02/11/2019;92;457.74
1717;;loja2;sex 01/11/2019;6;118.30
1718;;loja3;qui 31/10/2019;46;973.64
1719;;loja4;qua 30/10/2019;42;160.96
1720;;loja5;ter 29/10/2019;102;76.75
