id_transacao; id_produto;nome_produto;marca;fornecedor ;departamento;categoria;valor;
759;513.83;produto id513.83;produto da marca 514;fornecedor prod514;bazar;roupa;228;
760;5213.34;produto id5213.34;produto da marca 5213;fornecedor prod5213;mercearia;bebida;33;
761;165.02;produto id165.02;produto da marca 165;fornecedor prod165;bazar;chocolate;190;
762;3248.61;produto id3248.61;produto da marca 3249;fornecedor prod3249;mercearia;roupa;50;
763;5373.98;produto id5373.98;produto da marca 5374;fornecedor prod5374;bazar;bebida;593;
764;2921.38;produto id2921.38;produto da marca 2921;fornecedor prod2921;mercearia;chocolate;283;
765;1296.92;produto id1296.92;produto da marca 1297;fornecedor prod1297;bazar;roupa;189;
766;5799.80;produto id5799.80;produto da marca 5800;fornecedor prod5800;mercearia;bebida;157;
767;5773.36;produto id5773.36;produto da marca 5773;fornecedor prod5773;bazar;chocolate;196;
768;1005.59;produto id1005.59;produto da marca 1006;fornecedor prod1006;mercearia;roupa;34;
769;2885.59;produto id2885.59;produto da marca 2886;fornecedor prod2886;bazar;bebida;28;
770;1095.19;produto id1095.19;produto da marca 1095;fornecedor prod1095;mercearia;chocolate;199;
771;1635.84;produto id1635.84;produto da marca 1636;fornecedor prod1636;bazar;roupa;171;
772;2156.04;produto id2156.04;produto da marca 2156;fornecedor prod2156;mercearia;bebida;384;
773;3015.91;produto id3015.91;produto da marca 3016;fornecedor prod3016;bazar;chocolate;117;
774;5104.69;produto id5104.69;produto da marca 5105;fornecedor prod5105;mercearia;roupa;122;
775;2682.74;produto id2682.74;produto da marca 2683;fornecedor prod2683;bazar;bebida;347;
776;4234.36;produto id4234.36;produto da marca 4234;fornecedor prod4234;mercearia;chocolate;11;
777;3165.27;produto id3165.27;produto da marca 3165;fornecedor prod3165;bazar;roupa;165;
778;1977.91;produto id1977.91;produto da marca 1978;fornecedor prod1978;mercearia;bebida;448;
779;4112.61;produto id4112.61;produto da marca 4113;fornecedor prod4113;bazar;chocolate;267;
780;360.63;produto id360.63;produto da marca 361;fornecedor prod361;mercearia;roupa;188;
781;3998.45;produto id3998.45;produto da marca 3998;fornecedor prod3998;bazar;bebida;343;
782;4065.04;produto id4065.04;produto da marca 4065;fornecedor prod4065;mercearia;chocolate;60;
783;2415.34;produto id2415.34;produto da marca 2415;fornecedor prod2415;bazar;roupa;161;
784;5507.06;produto id5507.06;produto da marca 5507;fornecedor prod5507;mercearia;bebida;482;
785;4154.80;produto id4154.80;produto da marca 4155;fornecedor prod4155;bazar;chocolate;221;
786;5396.19;produto id5396.19;produto da marca 5396;fornecedor prod5396;mercearia;roupa;269;
787;309.48;produto id309.48;produto da marca 309;fornecedor prod309;bazar;bebida;380;
788;1089.91;produto id1089.91;produto da marca 1090;fornecedor prod1090;mercearia;chocolate;58;
789;5455.86;produto id5455.86;produto da marca 5456;fornecedor prod5456;bazar;roupa;228;
790;4667.05;produto id4667.05;produto da marca 4667;fornecedor prod4667;mercearia;bebida;367;
791;5802.56;produto id5802.56;produto da marca 5803;fornecedor prod5803;bazar;chocolate;186;
792;1571.18;produto id1571.18;produto da marca 1571;fornecedor prod1571;mercearia;roupa;187;
793;2814.99;produto id2814.99;produto da marca 2815;fornecedor prod2815;bazar;bebida;584;
794;2897.19;produto id2897.19;produto da marca 2897;fornecedor prod2897;mercearia;chocolate;193;
795;1312.18;produto id1312.18;produto da marca 1312;fornecedor prod1312;bazar;roupa;64;
796;4273.95;produto id4273.95;produto da marca 4274;fornecedor prod4274;mercearia;bebida;190;
797;1719.57;produto id1719.57;produto da marca 1720;fornecedor prod1720;bazar;chocolate;77;
798;2616.76;produto id2616.76;produto da marca 2617;fornecedor prod2617;mercearia;roupa;88;
799;532.64;produto id532.64;produto da marca 533;fornecedor prod533;bazar;bebida;432;
800;3379.57;produto id3379.57;produto da marca 3380;fornecedor prod3380;mercearia;chocolate;5;
801;3205.09;produto id3205.09;produto da marca 3205;fornecedor prod3205;bazar;roupa;187;
802;50.56;produto id50.56;produto da marca 51;fornecedor prod51;mercearia;bebida;147;
803;2332.68;produto id2332.68;produto da marca 2333;fornecedor prod2333;bazar;chocolate;88;
804;2575.76;produto id2575.76;produto da marca 2576;fornecedor prod2576;mercearia;roupa;187;
805;1659.09;produto id1659.09;produto da marca 1659;fornecedor prod1659;bazar;bebida;322;
806;3025.74;produto id3025.74;produto da marca 3026;fornecedor prod3026;mercearia;chocolate;41;
807;3825.71;produto id3825.71;produto da marca 3826;fornecedor prod3826;bazar;roupa;195;
808;4601.12;produto id4601.12;produto da marca 4601;fornecedor prod4601;mercearia;bebida;204;
809;4983.90;produto id4983.90;produto da marca 4984;fornecedor prod4984;bazar;chocolate;282;
810;4884.14;produto id4884.14;produto da marca 4884;fornecedor prod4884;mercearia;roupa;272;
811;5693.02;produto id5693.02;produto da marca 5693;fornecedor prod5693;bazar;bebida;317;
812;5528.84;produto id5528.84;produto da marca 5529;fornecedor prod5529;mercearia;chocolate;288;
813;3767.47;produto id3767.47;produto da marca 3767;fornecedor prod3767;bazar;roupa;83;
814;1667.22;produto id1667.22;produto da marca 1667;fornecedor prod1667;mercearia;bebida;156;
815;499.83;produto id499.83;produto da marca 500;fornecedor prod500;bazar;chocolate;6;
816;123.89;produto id123.89;produto da marca 124;fornecedor prod124;mercearia;roupa;248;
817;4388.03;produto id4388.03;produto da marca 4388;fornecedor prod4388;bazar;bebida;133;
818;3160.34;produto id3160.34;produto da marca 3160;fornecedor prod3160;mercearia;chocolate;296;
819;348.35;produto id348.35;produto da marca 348;fornecedor prod348;bazar;roupa;66;
820;924.21;produto id924.21;produto da marca 924;fornecedor prod924;mercearia;bebida;110;
821;5709.77;produto id5709.77;produto da marca 5710;fornecedor prod5710;bazar;chocolate;8;
822;4822.21;produto id4822.21;produto da marca 4822;fornecedor prod4822;mercearia;roupa;38;
823;1685.27;produto id1685.27;produto da marca 1685;fornecedor prod1685;bazar;bebida;139;
824;523.54;produto id523.54;produto da marca 524;fornecedor prod524;mercearia;chocolate;50;
825;3672.18;produto id3672.18;produto da marca 3672;fornecedor prod3672;bazar;roupa;197;
826;5156.32;produto id5156.32;produto da marca 5156;fornecedor prod5156;mercearia;bebida;224;
827;180.15;produto id180.15;produto da marca 180;fornecedor prod180;bazar;chocolate;284;
828;633.69;produto id633.69;produto da marca 634;fornecedor prod634;mercearia;roupa;179;
829;4243.25;produto id4243.25;produto da marca 4243;fornecedor prod4243;bazar;bebida;433;
830;1502.41;produto id1502.41;produto da marca 1502;fornecedor prod1502;mercearia;chocolate;213;
831;1510.60;produto id1510.60;produto da marca 1511;fornecedor prod1511;bazar;roupa;191;
832;3620.90;produto id3620.90;produto da marca 3621;fornecedor prod3621;mercearia;bebida;423;
833;5783.65;produto id5783.65;produto da marca 5784;fornecedor prod5784;bazar;chocolate;60;
834;4723.01;produto id4723.01;produto da marca 4723;fornecedor prod4723;mercearia;roupa;194;
835;3575.34;produto id3575.34;produto da marca 3575;fornecedor prod3575;bazar;bebida;415;
836;3280.06;produto id3280.06;produto da marca 3280;fornecedor prod3280;mercearia;chocolate;185;
837;5386.92;produto id5386.92;produto da marca 5387;fornecedor prod5387;bazar;roupa;30;
838;5340.48;produto id5340.48;produto da marca 5340;fornecedor prod5340;mercearia;bebida;127;
839;1905.51;produto id1905.51;produto da marca 1906;fornecedor prod1906;bazar;chocolate;226;
840;4554.11;produto id4554.11;produto da marca 4554;fornecedor prod4554;mercearia;roupa;222;
841;3146.19;produto id3146.19;produto da marca 3146;fornecedor prod3146;bazar;bebida;248;
842;1873.40;produto id1873.40;produto da marca 1873;fornecedor prod1873;mercearia;chocolate;82;
843;1981.90;produto id1981.90;produto da marca 1982;fornecedor prod1982;bazar;roupa;276;
844;74.01;produto id74.01;produto da marca 74;fornecedor prod74;mercearia;bebida;46;
845;1030.98;produto id1030.98;produto da marca 1031;fornecedor prod1031;bazar;chocolate;261;
846;1957.53;produto id1957.53;produto da marca 1958;fornecedor prod1958;mercearia;roupa;135;
847;1252.49;produto id1252.49;produto da marca 1252;fornecedor prod1252;bazar;bebida;63;
848;2246.88;produto id2246.88;produto da marca 2247;fornecedor prod2247;mercearia;chocolate;161;
849;1482.83;produto id1482.83;produto da marca 1483;fornecedor prod1483;bazar;roupa;116;
850;1622.16;produto id1622.16;produto da marca 1622;fornecedor prod1622;mercearia;bebida;59;
851;4612.92;produto id4612.92;produto da marca 4613;fornecedor prod4613;bazar;chocolate;251;
852;116.71;produto id116.71;produto da marca 117;fornecedor prod117;mercearia;roupa;274;
853;3322.40;produto id3322.40;produto da marca 3322;fornecedor prod3322;bazar;bebida;175;
854;282.78;produto id282.78;produto da marca 283;fornecedor prod283;mercearia;chocolate;53;
855;2577.79;produto id2577.79;produto da marca 2578;fornecedor prod2578;bazar;roupa;66;
856;3410.14;produto id3410.14;produto da marca 3410;fornecedor prod3410;mercearia;bebida;55;
857;282.21;produto id282.21;produto da marca 282;fornecedor prod282;bazar;chocolate;295;
858;1682.15;produto id1682.15;produto da marca 1682;fornecedor prod1682;mercearia;roupa;250;
859;3982.63;produto id3982.63;produto da marca 3983;fornecedor prod3983;bazar;bebida;141;
860;114.39;produto id114.39;produto da marca 114;fornecedor prod114;mercearia;chocolate;191;
861;4359.08;produto id4359.08;produto da marca 4359;fornecedor prod4359;bazar;roupa;229;
862;4302.70;produto id4302.70;produto da marca 4303;fornecedor prod4303;mercearia;bebida;314;
863;1897.67;produto id1897.67;produto da marca 1898;fornecedor prod1898;bazar;chocolate;199;
864;2674.50;produto id2674.50;produto da marca 2674;fornecedor prod2674;mercearia;roupa;43;
865;2845.81;produto id2845.81;produto da marca 2846;fornecedor prod2846;bazar;bebida;190;
866;3708.05;produto id3708.05;produto da marca 3708;fornecedor prod3708;mercearia;chocolate;299;
867;1858.59;produto id1858.59;produto da marca 1859;fornecedor prod1859;bazar;roupa;167;
868;4192.73;produto id4192.73;produto da marca 4193;fornecedor prod4193;mercearia;bebida;89;
869;3117.35;produto id3117.35;produto da marca 3117;fornecedor prod3117;bazar;chocolate;63;
870;1287.02;produto id1287.02;produto da marca 1287;fornecedor prod1287;mercearia;roupa;191;
871;3861.42;produto id3861.42;produto da marca 3861;fornecedor prod3861;bazar;bebida;131;
872;5250.18;produto id5250.18;produto da marca 5250;fornecedor prod5250;mercearia;chocolate;114;
873;4631.19;produto id4631.19;produto da marca 4631;fornecedor prod4631;bazar;roupa;252;
874;4651.96;produto id4651.96;produto da marca 4652;fornecedor prod4652;mercearia;bebida;358;
875;4787.91;produto id4787.91;produto da marca 4788;fornecedor prod4788;bazar;chocolate;188;
876;5334.19;produto id5334.19;produto da marca 5334;fornecedor prod5334;mercearia;roupa;228;
877;1114.54;produto id1114.54;produto da marca 1115;fornecedor prod1115;bazar;bebida;550;
878;4535.69;produto id4535.69;produto da marca 4536;fornecedor prod4536;mercearia;chocolate;258;
879;961.29;produto id961.29;produto da marca 961;fornecedor prod961;bazar;roupa;136;
880;5848.78;produto id5848.78;produto da marca 5849;fornecedor prod5849;mercearia;bebida;231;
881;1625.96;produto id1625.96;produto da marca 1626;fornecedor prod1626;bazar;chocolate;38;
882;2175.07;produto id2175.07;produto da marca 2175;fornecedor prod2175;mercearia;roupa;281;
883;5995.92;produto id5995.92;produto da marca 5996;fornecedor prod5996;bazar;bebida;531;
884;614.52;produto id614.52;produto da marca 615;fornecedor prod615;mercearia;chocolate;161;
885;4729.19;produto id4729.19;produto da marca 4729;fornecedor prod4729;bazar;roupa;183;
886;5676.96;produto id5676.96;produto da marca 5677;fornecedor prod5677;mercearia;bebida;178;
887;3858.92;produto id3858.92;produto da marca 3859;fornecedor prod3859;bazar;chocolate;79;
888;25.57;produto id25.57;produto da marca 26;fornecedor prod26;mercearia;roupa;131;
889;5188.03;produto id5188.03;produto da marca 5188;fornecedor prod5188;bazar;bebida;486;
890;4878.69;produto id4878.69;produto da marca 4879;fornecedor prod4879;mercearia;chocolate;148;
891;1160.57;produto id1160.57;produto da marca 1161;fornecedor prod1161;bazar;roupa;57;
892;1052.99;produto id1052.99;produto da marca 1053;fornecedor prod1053;mercearia;bebida;403;
893;879.84;produto id879.84;produto da marca 880;fornecedor prod880;bazar;chocolate;191;
894;4180.19;produto id4180.19;produto da marca 4180;fornecedor prod4180;mercearia;roupa;44;
895;2407.54;produto id2407.54;produto da marca 2408;fornecedor prod2408;bazar;bebida;523;
896;5781.97;produto id5781.97;produto da marca 5782;fornecedor prod5782;mercearia;chocolate;181;
897;1908.63;produto id1908.63;produto da marca 1909;fornecedor prod1909;bazar;roupa;111;
898;4648.93;produto id4648.93;produto da marca 4649;fornecedor prod4649;mercearia;bebida;114;
899;1824.96;produto id1824.96;produto da marca 1825;fornecedor prod1825;bazar;chocolate;80;
900;1868.09;produto id1868.09;produto da marca 1868;fornecedor prod1868;mercearia;roupa;44;
901;5026.75;produto id5026.75;produto da marca 5027;fornecedor prod5027;bazar;bebida;80;
902;3126.83;produto id3126.83;produto da marca 3127;fornecedor prod3127;mercearia;chocolate;142;
903;5763.31;produto id5763.31;produto da marca 5763;fornecedor prod5763;bazar;roupa;122;
904;3361.34;produto id3361.34;produto da marca 3361;fornecedor prod3361;mercearia;bebida;560;
905;1674.89;produto id1674.89;produto da marca 1675;fornecedor prod1675;bazar;chocolate;183;
906;5565.09;produto id5565.09;produto da marca 5565;fornecedor prod5565;mercearia;roupa;143;
907;4336.10;produto id4336.10;produto da marca 4336;fornecedor prod4336;bazar;bebida;487;
908;990.58;produto id990.58;produto da marca 991;fornecedor prod991;mercearia;chocolate;220;
909;5638.12;produto id5638.12;produto da marca 5638;fornecedor prod5638;bazar;roupa;277;
910;3513.18;produto id3513.18;produto da marca 3513;fornecedor prod3513;mercearia;bebida;467;
911;4112.28;produto id4112.28;produto da marca 4112;fornecedor prod4112;bazar;chocolate;252;
912;4307.60;produto id4307.60;produto da marca 4308;fornecedor prod4308;mercearia;roupa;293;
913;3319.16;produto id3319.16;produto da marca 3319;fornecedor prod3319;bazar;bebida;230;
914;4426.16;produto id4426.16;produto da marca 4426;fornecedor prod4426;mercearia;chocolate;243;
915;723.68;produto id723.68;produto da marca 724;fornecedor prod724;bazar;roupa;221;
916;3523.33;produto id3523.33;produto da marca 3523;fornecedor prod3523;mercearia;bebida;361;
917;4957.65;produto id4957.65;produto da marca 4958;fornecedor prod4958;bazar;chocolate;47;
918;1329.91;produto id1329.91;produto da marca 1330;fornecedor prod1330;mercearia;roupa;115;
919;3237.28;produto id3237.28;produto da marca 3237;fornecedor prod3237;bazar;bebida;404;
920;957.70;produto id957.70;produto da marca 958;fornecedor prod958;mercearia;chocolate;162;
921;2894.36;produto id2894.36;produto da marca 2894;fornecedor prod2894;bazar;roupa;124;
922;4747.46;produto id4747.46;produto da marca 4747;fornecedor prod4747;mercearia;bebida;247;
923;3787.33;produto id3787.33;produto da marca 3787;fornecedor prod3787;bazar;chocolate;139;
924;5148.45;produto id5148.45;produto da marca 5148;fornecedor prod5148;mercearia;roupa;109;
925;752.70;produto id752.70;produto da marca 753;fornecedor prod753;bazar;bebida;351;
926;5589.69;produto id5589.69;produto da marca 5590;fornecedor prod5590;mercearia;chocolate;137;
927;4074.90;produto id4074.90;produto da marca 4075;fornecedor prod4075;bazar;roupa;179;
928;4113.35;produto id4113.35;produto da marca 4113;fornecedor prod4113;mercearia;bebida;541;
929;2996.89;produto id2996.89;produto da marca 2997;fornecedor prod2997;bazar;chocolate;174;
930;331.82;produto id331.82;produto da marca 332;fornecedor prod332;mercearia;roupa;191;
931;1729.04;produto id1729.04;produto da marca 1729;fornecedor prod1729;bazar;bebida;119;
932;1615.56;produto id1615.56;produto da marca 1616;fornecedor prod1616;mercearia;chocolate;63;
933;3073.01;produto id3073.01;produto da marca 3073;fornecedor prod3073;bazar;roupa;137;
934;3685.77;produto id3685.77;produto da marca 3686;fornecedor prod3686;mercearia;bebida;387;
935;2174.29;produto id2174.29;produto da marca 2174;fornecedor prod2174;bazar;chocolate;41;
936;4346.87;produto id4346.87;produto da marca 4347;fornecedor prod4347;mercearia;roupa;79;
937;3035.26;produto id3035.26;produto da marca 3035;fornecedor prod3035;bazar;bebida;167;
938;455.14;produto id455.14;produto da marca 455;fornecedor prod455;mercearia;chocolate;97;
939;2948.93;produto id2948.93;produto da marca 2949;fornecedor prod2949;bazar;roupa;285;
940;3773.46;produto id3773.46;produto da marca 3773;fornecedor prod3773;mercearia;bebida;521;
941;1833.79;produto id1833.79;produto da marca 1834;fornecedor prod1834;bazar;chocolate;159;
942;5704.09;produto id5704.09;produto da marca 5704;fornecedor prod5704;mercearia;roupa;188;
943;4075.30;produto id4075.30;produto da marca 4075;fornecedor prod4075;bazar;bebida;598;
944;3007.49;produto id3007.49;produto da marca 3007;fornecedor prod3007;mercearia;chocolate;207;
945;4684.06;produto id4684.06;produto da marca 4684;fornecedor prod4684;bazar;roupa;232;
946;5494.10;produto id5494.10;produto da marca 5494;fornecedor prod5494;mercearia;bebida;473;
947;2670.21;produto id2670.21;produto da marca 2670;fornecedor prod2670;bazar;chocolate;15;
948;2242.52;produto id2242.52;produto da marca 2243;fornecedor prod2243;mercearia;roupa;278;
949;3542.01;produto id3542.01;produto da marca 3542;fornecedor prod3542;bazar;bebida;506;
950;3271.75;produto id3271.75;produto da marca 3272;fornecedor prod3272;mercearia;chocolate;87;
951;4906.97;produto id4906.97;produto da marca 4907;fornecedor prod4907;bazar;roupa;52;
952;486.02;produto id486.02;produto da marca 486;fornecedor prod486;mercearia;bebida;295;
953;3023.64;produto id3023.64;produto da marca 3024;fornecedor prod3024;bazar;chocolate;287;
954;1933.08;produto id1933.08;produto da marca 1933;fornecedor prod1933;mercearia;roupa;260;
955;5602.03;produto id5602.03;produto da marca 5602;fornecedor prod5602;bazar;bebida;560;
956;4996.23;produto id4996.23;produto da marca 4996;fornecedor prod4996;mercearia;chocolate;134;
957;5673.99;produto id5673.99;produto da marca 5674;fornecedor prod5674;bazar;roupa;224;
958;2335.37;produto id2335.37;produto da marca 2335;fornecedor prod2335;mercearia;bebida;524;
959;2642.97;produto id2642.97;produto da marca 2643;fornecedor prod2643;bazar;chocolate;150;
960;1595.56;produto id1595.56;produto da marca 1596;fornecedor prod1596;mercearia;roupa;261;
961;5112.83;produto id5112.83;produto da marca 5113;fornecedor prod5113;bazar;bebida;404;
962;5486.60;produto id5486.60;produto da marca 5487;fornecedor prod5487;mercearia;chocolate;112;
963;5689.59;produto id5689.59;produto da marca 5690;fornecedor prod5690;bazar;roupa;108;
964;5406.08;produto id5406.08;produto da marca 5406;fornecedor prod5406;mercearia;bebida;473;
965;5774.30;produto id5774.30;produto da marca 5774;fornecedor prod5774;bazar;chocolate;144;
966;3279.07;produto id3279.07;produto da marca 3279;fornecedor prod3279;mercearia;roupa;273;
967;3018.32;produto id3018.32;produto da marca 3018;fornecedor prod3018;bazar;bebida;74;
968;2962.56;produto id2962.56;produto da marca 2963;fornecedor prod2963;mercearia;chocolate;89;
969;2117.04;produto id2117.04;produto da marca 2117;fornecedor prod2117;bazar;roupa;82;
970;276.06;produto id276.06;produto da marca 276;fornecedor prod276;mercearia;bebida;332;
971;2453.27;produto id2453.27;produto da marca 2453;fornecedor prod2453;bazar;chocolate;87;
972;2511.48;produto id2511.48;produto da marca 2511;fornecedor prod2511;mercearia;roupa;238;
973;1288.08;produto id1288.08;produto da marca 1288;fornecedor prod1288;bazar;bebida;171;
974;5499.52;produto id5499.52;produto da marca 5500;fornecedor prod5500;mercearia;chocolate;136;
975;3150.97;produto id3150.97;produto da marca 3151;fornecedor prod3151;bazar;roupa;125;
976;5653.98;produto id5653.98;produto da marca 5654;fornecedor prod5654;mercearia;bebida;264;
977;5809.45;produto id5809.45;produto da marca 5809;fornecedor prod5809;bazar;chocolate;39;
978;4081.81;produto id4081.81;produto da marca 4082;fornecedor prod4082;mercearia;roupa;109;
979;5404.26;produto id5404.26;produto da marca 5404;fornecedor prod5404;bazar;bebida;382;
980;1736.07;produto id1736.07;produto da marca 1736;fornecedor prod1736;mercearia;chocolate;240;
981;5849.22;produto id5849.22;produto da marca 5849;fornecedor prod5849;bazar;roupa;107;
982;48.90;produto id48.90;produto da marca 49;fornecedor prod49;mercearia;bebida;76;
983;4688.09;produto id4688.09;produto da marca 4688;fornecedor prod4688;bazar;chocolate;59;
984;5065.41;produto id5065.41;produto da marca 5065;fornecedor prod5065;mercearia;roupa;127;
985;4084.51;produto id4084.51;produto da marca 4085;fornecedor prod4085;bazar;bebida;501;
986;4995.50;produto id4995.50;produto da marca 4995;fornecedor prod4995;mercearia;chocolate;142;
987;4788.29;produto id4788.29;produto da marca 4788;fornecedor prod4788;bazar;roupa;295;
988;4060.68;produto id4060.68;produto da marca 4061;fornecedor prod4061;mercearia;bebida;515;
989;4036.89;produto id4036.89;produto da marca 4037;fornecedor prod4037;bazar;chocolate;59;
990;529.29;produto id529.29;produto da marca 529;fornecedor prod529;mercearia;roupa;231;
991;2939.68;produto id2939.68;produto da marca 2940;fornecedor prod2940;bazar;bebida;189;
992;4905.76;produto id4905.76;produto da marca 4906;fornecedor prod4906;mercearia;chocolate;175;
993;4011.48;produto id4011.48;produto da marca 4011;fornecedor prod4011;bazar;roupa;39;
994;631.82;produto id631.82;produto da marca 632;fornecedor prod632;mercearia;bebida;223;
995;1092.61;produto id1092.61;produto da marca 1093;fornecedor prod1093;bazar;chocolate;295;
996;5776.44;produto id5776.44;produto da marca 5776;fornecedor prod5776;mercearia;roupa;31;
997;1443.34;produto id1443.34;produto da marca 1443;fornecedor prod1443;bazar;bebida;496;
998;3839.40;produto id3839.40;produto da marca 3839;fornecedor prod3839;mercearia;chocolate;196;
999;1531.68;produto id1531.68;produto da marca 1532;fornecedor prod1532;bazar;roupa;238;
1000;1895.72;produto id1895.72;produto da marca 1896;fornecedor prod1896;mercearia;bebida;38;
1001;1207.73;produto id1207.73;produto da marca 1208;fornecedor prod1208;bazar;chocolate;183;
1002;4934.45;produto id4934.45;produto da marca 4934;fornecedor prod4934;mercearia;roupa;154;
1003;4352.93;produto id4352.93;produto da marca 4353;fornecedor prod4353;bazar;bebida;34;
1004;1150.56;produto id1150.56;produto da marca 1151;fornecedor prod1151;mercearia;chocolate;245;
1005;5432.09;produto id5432.09;produto da marca 5432;fornecedor prod5432;bazar;roupa;300;
1006;4337.38;produto id4337.38;produto da marca 4337;fornecedor prod4337;mercearia;bebida;125;
1007;2218.49;produto id2218.49;produto da marca 2218;fornecedor prod2218;bazar;chocolate;21;
1008;4551.75;produto id4551.75;produto da marca 4552;fornecedor prod4552;mercearia;roupa;279;
1009;2286.23;produto id2286.23;produto da marca 2286;fornecedor prod2286;bazar;bebida;123;
1010;1335.98;produto id1335.98;produto da marca 1336;fornecedor prod1336;mercearia;chocolate;242;
1011;2742.06;produto id2742.06;produto da marca 2742;fornecedor prod2742;bazar;roupa;131;
1012;4516.19;produto id4516.19;produto da marca 4516;fornecedor prod4516;mercearia;bebida;55;
1013;4494.74;produto id4494.74;produto da marca 4495;fornecedor prod4495;bazar;chocolate;262;
1014;5214.90;produto id5214.90;produto da marca 5215;fornecedor prod5215;mercearia;roupa;273;
1015;2076.94;produto id2076.94;produto da marca 2077;fornecedor prod2077;bazar;bebida;515;
1016;4784.22;produto id4784.22;produto da marca 4784;fornecedor prod4784;mercearia;chocolate;271;
1017;3862.77;produto id3862.77;produto da marca 3863;fornecedor prod3863;bazar;roupa;262;
1018;5849.39;produto id5849.39;produto da marca 5849;fornecedor prod5849;mercearia;bebida;353;
1019;5025.67;produto id5025.67;produto da marca 5026;fornecedor prod5026;bazar;chocolate;267;
1020;2470.42;produto id2470.42;produto da marca 2470;fornecedor prod2470;mercearia;roupa;195;
1021;2349.62;produto id2349.62;produto da marca 2350;fornecedor prod2350;bazar;bebida;62;
1022;5505.95;produto id5505.95;produto da marca 5506;fornecedor prod5506;mercearia;chocolate;253;
1023;457.23;produto id457.23;produto da marca 457;fornecedor prod457;bazar;roupa;196;
1024;2318.77;produto id2318.77;produto da marca 2319;fornecedor prod2319;mercearia;bebida;598;
1025;5031.32;produto id5031.32;produto da marca 5031;fornecedor prod5031;bazar;chocolate;141;
1026;1048.05;produto id1048.05;produto da marca 1048;fornecedor prod1048;mercearia;roupa;52;
1027;1652.37;produto id1652.37;produto da marca 1652;fornecedor prod1652;bazar;bebida;64;
1028;2901.97;produto id2901.97;produto da marca 2902;fornecedor prod2902;mercearia;chocolate;3;
1029;4758.81;produto id4758.81;produto da marca 4759;fornecedor prod4759;bazar;roupa;208;
1030;1034.82;produto id1034.82;produto da marca 1035;fornecedor prod1035;mercearia;bebida;163;
1031;931.74;produto id931.74;produto da marca 932;fornecedor prod932;bazar;chocolate;107;
1032;661.21;produto id661.21;produto da marca 661;fornecedor prod661;mercearia;roupa;156;
1033;2377.20;produto id2377.20;produto da marca 2377;fornecedor prod2377;bazar;bebida;354;
1034;5135.26;produto id5135.26;produto da marca 5135;fornecedor prod5135;mercearia;chocolate;286;
1035;199.98;produto id199.98;produto da marca 200;fornecedor prod200;bazar;roupa;197;
1036;1506.10;produto id1506.10;produto da marca 1506;fornecedor prod1506;mercearia;bebida;367;
1037;5364.64;produto id5364.64;produto da marca 5365;fornecedor prod5365;bazar;chocolate;203;
1038;5424.17;produto id5424.17;produto da marca 5424;fornecedor prod5424;mercearia;roupa;41;
1039;4966.29;produto id4966.29;produto da marca 4966;fornecedor prod4966;bazar;bebida;335;
1040;3268.82;produto id3268.82;produto da marca 3269;fornecedor prod3269;mercearia;chocolate;195;
1041;5101.20;produto id5101.20;produto da marca 5101;fornecedor prod5101;bazar;roupa;57;
1042;2640.38;produto id2640.38;produto da marca 2640;fornecedor prod2640;mercearia;bebida;585;
1043;5981.92;produto id5981.92;produto da marca 5982;fornecedor prod5982;bazar;chocolate;139;
1044;2707.03;produto id2707.03;produto da marca 2707;fornecedor prod2707;mercearia;roupa;268;
1045;3393.80;produto id3393.80;produto da marca 3394;fornecedor prod3394;bazar;bebida;399;
1046;885.70;produto id885.70;produto da marca 886;fornecedor prod886;mercearia;chocolate;160;
1047;3291.61;produto id3291.61;produto da marca 3292;fornecedor prod3292;bazar;roupa;151;
1048;2938.42;produto id2938.42;produto da marca 2938;fornecedor prod2938;mercearia;bebida;487;
1049;5446.50;produto id5446.50;produto da marca 5447;fornecedor prod5447;bazar;chocolate;39;
1050;3536.70;produto id3536.70;produto da marca 3537;fornecedor prod3537;mercearia;roupa;273;
1051;2623.84;produto id2623.84;produto da marca 2624;fornecedor prod2624;bazar;bebida;51;
1052;2304.22;produto id2304.22;produto da marca 2304;fornecedor prod2304;mercearia;chocolate;59;
1053;526.74;produto id526.74;produto da marca 527;fornecedor prod527;bazar;roupa;259;
1054;2061.22;produto id2061.22;produto da marca 2061;fornecedor prod2061;mercearia;bebida;461;
1055;3198.22;produto id3198.22;produto da marca 3198;fornecedor prod3198;bazar;chocolate;196;
1056;1420.31;produto id1420.31;produto da marca 1420;fornecedor prod1420;mercearia;roupa;191;
1057;1155.55;produto id1155.55;produto da marca 1156;fornecedor prod1156;bazar;bebida;75;
1058;5147.34;produto id5147.34;produto da marca 5147;fornecedor prod5147;mercearia;chocolate;153;
1059;4481.58;produto id4481.58;produto da marca 4482;fornecedor prod4482;bazar;roupa;56;
1060;1683.92;produto id1683.92;produto da marca 1684;fornecedor prod1684;mercearia;bebida;549;
1061;1262.89;produto id1262.89;produto da marca 1263;fornecedor prod1263;bazar;chocolate;119;
1062;711.19;produto id711.19;produto da marca 711;fornecedor prod711;mercearia;roupa;83;
1063;348.69;produto id348.69;produto da marca 349;fornecedor prod349;bazar;bebida;446;
1064;4987.12;produto id4987.12;produto da marca 4987;fornecedor prod4987;mercearia;chocolate;123;
